name,symbol,isin,asset_class,instrument_type,provider,whitelist
ICICI Prudential Savings Fund - Direct Plan Bonus,130952,INF109KA1I01,MUTUAL_FUND,DEBT,ICICI Pru AMC,FALSE
ICICI Prudential Savings Fund - Fortnightly IDCW,122748,INF109K012Z9,MUTUAL_FUND,DEBT,ICICI Pru AMC,FALSE
ICICI Prudential Savings Fund - Growth,101619,INF109K01746,MUTUAL_FUND,DEBT,ICICI Pru AMC,FALSE
ICICI Prudential Savings Fund - IDCW Others,115511,INF109K01WO4,MUTUAL_FUND,DEBT,ICICI Pru AMC,FALSE
ICICI Prudential Savings Fund - Monthly IDCW,122531,INF109K014Z5,MUTUAL_FUND,DEBT,ICICI Pru AMC,FALSE
ICICI Prudential Savings Fund - Quarterly IDCW,122995,INF109K016Z0,MUTUAL_FUND,DEBT,ICICI Pru AMC,FALSE
ICICI Prudential Savings Fund - Weekly IDCW,101617,INF109K01JO1,MUTUAL_FUND,DEBT,ICICI Pru AMC,FALSE
ICICI Prudential Savings Fund Retail Daily Dividend,111795,INF109K01EI4,MUTUAL_FUND,DEBT,ICICI Pru AMC,FALSE
ICICI Prudential Savings Fund Retail Growth,111794,INF109K01BX9,MUTUAL_FUND,DEBT,ICICI Pru AMC,FALSE
ICICI Prudential Savings Fund Retail Weekly Dividend,111793,INF109K01EJ2,MUTUAL_FUND,DEBT,ICICI Pru AMC,FALSE
Invesco India Low Duration Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment),120567,INF205K01NW2,MUTUAL_FUND,DEBT,Invesco AMC,FALSE
Invesco India Low Duration Fund - Direct Plan - Growth,120570,INF205K01NY8,MUTUAL_FUND,DEBT,Invesco AMC,TRUE
Invesco India Low Duration Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),120571,INF205K01NZ5,MUTUAL_FUND,DEBT,Invesco AMC,FALSE
Invesco India Low Duration Fund - Direct Plan - Weekly IDCW (Payout / Reinvestment),120568,INF205K01OB4,MUTUAL_FUND,DEBT,Invesco AMC,FALSE
Invesco India Low Duration Fund - Discretionary IDCW (Payout / Reinvestment),115458,INF205K01IG5,MUTUAL_FUND,DEBT,Invesco AMC,FALSE
Invesco India Low Duration Fund - Growth,104726,INF205K01HY0,MUTUAL_FUND,DEBT,Invesco AMC,FALSE
Invesco India Low Duration Fund - Monthly IDCW (Payout / Reinvestment),104729,INF205K01ID2,MUTUAL_FUND,DEBT,Invesco AMC,FALSE
Invesco India Low Duration Fund - Regular - Growth,104728,INF205K01HT0,MUTUAL_FUND,DEBT,Invesco AMC,FALSE
Invesco India Low Duration Fund - Weekly IDCW (Payout / Reinvestment),104725,INF205K01IB6,MUTUAL_FUND,DEBT,Invesco AMC,FALSE
JioBlackRock Low Duration Fund - Direct Plan - Growth Option,154081,INF22M001150,MUTUAL_FUND,DEBT,JioBlackRock AMC,TRUE
JM Low Duration Fund (Direct) - Bonus Option - Principal Units,143610,INF192K01FL1,MUTUAL_FUND,DEBT,JM AMC,FALSE
JM Low Duration Fund (Direct) - Growth,143612,INF192K01DW3,MUTUAL_FUND,DEBT,JM AMC,TRUE
JM Low Duration Fund (Regular) - Growth Option,143607,INF192K01AY5,MUTUAL_FUND,DEBT,JM AMC,FALSE
JM Low Duration Fund - Bonus Option - Principal Units,143609,INF192K01FJ5,MUTUAL_FUND,DEBT,JM AMC,FALSE
Kotak Low Duration Fund - Direct Plan- Standard Income Distribution cum capital withdrawal option,133812,INF178L01AZ9,MUTUAL_FUND,DEBT,Kotak AMC,FALSE
Kotak Low Duration Fund- Direct Plan- Growth Option,133810,INF178L01AX4,MUTUAL_FUND,DEBT,Kotak AMC,TRUE
Kotak Low Duration Fund- Regular Plan-Growth Option,133805,INF178L01202,MUTUAL_FUND,DEBT,Kotak AMC,FALSE
Kotak Low Duration Fund- Regular Plan-Standard Income Distribution cum capital withdrawal option,133809,INF178L01210,MUTUAL_FUND,DEBT,Kotak AMC,FALSE
LIC MF Low Duration Fund-Direct Plan-Daily IDCW,120316,INF767K01FL0,MUTUAL_FUND,DEBT,LIC AMC,FALSE
LIC MF Low Duration Fund-Direct Plan-Growth,120315,INF767K01FM8,MUTUAL_FUND,DEBT,LIC AMC,TRUE
LIC MF Low Duration Fund-Direct Plan-Monthly IDCW,120317,INF767K01FP1,MUTUAL_FUND,DEBT,LIC AMC,FALSE
LIC MF Low Duration Fund-Direct Plan-Weekly IDCW,120318,INF767K01JJ6,MUTUAL_FUND,DEBT,LIC AMC,FALSE
LIC MF Low Duration Fund-Regular Plan-Daily IDCW,111676,INF767K01AK3,MUTUAL_FUND,DEBT,LIC AMC,FALSE
LIC MF Low Duration Fund-Regular Plan-Growth,101830,INF767K01AO5,MUTUAL_FUND,DEBT,LIC AMC,FALSE
LIC MF Low Duration Fund-Regular Plan-Monthly IDCW,101829,INF767K01AM9,MUTUAL_FUND,DEBT,LIC AMC,FALSE
LIC MF Low Duration Fund-Regular Plan-Weekly IDCW,111675,INF767K01AP2,MUTUAL_FUND,DEBT,LIC AMC,FALSE
Mahindra Manulife Low Duration Fund - Direct Plan - Monthly IDCW,140619,INF174V01309,MUTUAL_FUND,DEBT,Mahindra AMC,FALSE
Mahindra Manulife Low Duration Fund - Direct Plan -Growth,140613,INF174V01267,MUTUAL_FUND,DEBT,Mahindra AMC,TRUE
Mahindra Manulife Low Duration Fund - Regular Plan - Growth,140620,INF174V01218,MUTUAL_FUND,DEBT,Mahindra AMC,FALSE
Mahindra Manulife Low Duration Fund - Regular Plan - Monthly IDCW,140616,INF174V01259,MUTUAL_FUND,DEBT,Mahindra AMC,FALSE
Mirae Asset Low Duration Fund - Direct Plan - Growth,118840,INF769K01BO9,MUTUAL_FUND,DEBT,Mirae Asset AMC,TRUE
Mirae Asset Low Duration Fund - Direct Plan - Monthly IDCW,118841,INF769K01BP6,MUTUAL_FUND,DEBT,Mirae Asset AMC,FALSE
Mirae Asset Low Duration Fund - Direct Plan - Quarterly IDCW,118842,INF769K01BQ4,MUTUAL_FUND,DEBT,Mirae Asset AMC,FALSE
Mirae Asset Low Duration Fund - Regular Plan - Growth,107705,INF769K01937,MUTUAL_FUND,DEBT,Mirae Asset AMC,FALSE
Mirae Asset Low Duration Fund - Regular Plan - Monthly IDCW,107704,INF769K01960,MUTUAL_FUND,DEBT,Mirae Asset AMC,FALSE
Mirae Asset Low Duration Fund - Regular Plan - Quarterly IDCW,107702,INF769K01978,MUTUAL_FUND,DEBT,Mirae Asset AMC,FALSE
NIPPON INDIA LOW DURATION FUND - DIRECT Plan - IDCW Option,125264,INF204KA1EK7,MUTUAL_FUND,DEBT,Nippon India AMC,FALSE
NIPPON INDIA LOW DURATION FUND - DIRECT Plan - MONTHLY IDCW Option,118704,INF204K01ZX7,MUTUAL_FUND,DEBT,Nippon India AMC,FALSE
NIPPON INDIA LOW DURATION FUND - DIRECT Plan - QUARTERLY IDCW Option,118705,INF204K01ZZ2,MUTUAL_FUND,DEBT,Nippon India AMC,FALSE
NIPPON INDIA LOW DURATION FUND - DIRECT Plan - WEEKLY IDCW Option,118706,INF204K01A17,MUTUAL_FUND,DEBT,Nippon India AMC,FALSE
Nippon India Low Duration Fund - Direct Plan Growth Plan - Bonus Option,118702,INF204K01G03,MUTUAL_FUND,DEBT,Nippon India AMC,TRUE
Nippon India Low Duration Fund - Direct Plan Growth Plan - Growth Option,118709,INF204K01ZU3,MUTUAL_FUND,DEBT,Nippon India AMC,TRUE
NIPPON INDIA LOW DURATION FUND - IDCW Option,125265,INF204KA1EI1,MUTUAL_FUND,DEBT,Nippon India AMC,FALSE
NIPPON INDIA LOW DURATION FUND - MONTHLY IDCW Option,111749,INF204K01EZ7,MUTUAL_FUND,DEBT,Nippon India AMC,FALSE
NIPPON INDIA LOW DURATION FUND - QUARTERLY IDCW Option,111750,INF204K01FB5,MUTUAL_FUND,DEBT,Nippon India AMC,FALSE
Nippon India Low Duration Fund - Retail Plan - Growth Plan - Growth Option,111748,INF204K01EN3,MUTUAL_FUND,DEBT,Nippon India AMC,FALSE
Nippon India Low Duration Fund - Retail Plan - Growth Plan -Bonus Option,111743,INF204K01EO1,MUTUAL_FUND,DEBT,Nippon India AMC,FALSE
NIPPON INDIA LOW DURATION FUND - RETAIL Plan - MONTHLY IDCW Option,111751,INF204K01ER4,MUTUAL_FUND,DEBT,Nippon India AMC,FALSE
NIPPON INDIA LOW DURATION FUND - RETAIL Plan - QUARTERLY IDCW Option,111752,INF204K01ET0,MUTUAL_FUND,DEBT,Nippon India AMC,FALSE
NIPPON INDIA LOW DURATION FUND - RETAIL Plan - WEEKLY IDCW Option,111745,INF204K01OP7,MUTUAL_FUND,DEBT,Nippon India AMC,FALSE
NIPPON INDIA LOW DURATION FUND - WEEKLY IDCW Option,111754,INF204K01OO0,MUTUAL_FUND,DEBT,Nippon India AMC,FALSE
Nippon India Low Duration Fund -Growth Plan -Bonus Option,111746,INF204K01EW4,MUTUAL_FUND,DEBT,Nippon India AMC,FALSE
Nippon India Low Duration Fund- Growth Plan - Growth Option,111753,INF204K01EV6,MUTUAL_FUND,DEBT,Nippon India AMC,FALSE
SBI Low Duration Fund - Direct Plan - Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW),119811,INF200K01VK1,MUTUAL_FUND,DEBT,SBI AMC,FALSE
SBI LOW DURATION FUND - DIRECT PLAN - GROWTH,119812,INF200K01VM7,MUTUAL_FUND,DEBT,SBI AMC,TRUE
SBI Low Duration Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),119818,INF200K01VN5,MUTUAL_FUND,DEBT,SBI AMC,FALSE
SBI Low Duration Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),119819,INF200K01VP0,MUTUAL_FUND,DEBT,SBI AMC,FALSE
SBI Low Duration Fund - Regular Plan - Fornightly Income Distribution cum Capital Withdrawal Option (IDCW),106215,INF200K01MM6,MUTUAL_FUND,DEBT,SBI AMC,FALSE
SBI LOW DURATION FUND - REGULAR PLAN - GROWTH,106212,INF200K01MO2,MUTUAL_FUND,DEBT,SBI AMC,FALSE
SBI Low Duration Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),106216,INF200K01MP9,MUTUAL_FUND,DEBT,SBI AMC,FALSE
SBI Low Duration Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),106214,INF200K01MR5,MUTUAL_FUND,DEBT,SBI AMC,FALSE
SBI Short Horizon Debt Fund - Ultra Short Term Fund - Institutional Plan - Growth,106217,INF200K01MG8,MUTUAL_FUND,DEBT,SBI AMC,FALSE
SBI Short Horizon Debt Fund - Ultra Short Term Fund- Institutional Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),106222,INF200K01MJ2,MUTUAL_FUND,DEBT,SBI AMC,FALSE
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) - Direct Plan - Growth Option,149526,INF173K01FS6,MUTUAL_FUND,DEBT,Sundaram AMC,TRUE
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) - Direct Plan - Income Distribution CUM Capital Withdrawal Option (IDCW),149525,INF173K01FT4,MUTUAL_FUND,DEBT,Sundaram AMC,FALSE
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) - Direct Plan - Weekly Income Distribution CUM Capital Withdrawal Option,149524,INF903JA1KA2,MUTUAL_FUND,DEBT,Sundaram AMC,FALSE
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) - Weekly Income Distribution CUM Capital Withdrawal Option,149520,INF903JA1JU2,MUTUAL_FUND,DEBT,Sundaram AMC,FALSE
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) Direct Fortnightly IDCW,149748,INF903JA1KB0,MUTUAL_FUND,DEBT,Sundaram AMC,FALSE
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) Regular Fortnightly IDCW,149751,INF903JA1JV0,MUTUAL_FUND,DEBT,Sundaram AMC,FALSE
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) Regular Plan IDCW,149752,INF903JA1JT4,MUTUAL_FUND,DEBT,Sundaram AMC,FALSE
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund)- Growth Option,149519,INF173K01DG6,MUTUAL_FUND,DEBT,Sundaram AMC,FALSE
Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund)- Income Distribution CUM Capital Withdrawal Option (IDCW),149521,INF173K01DJ0,MUTUAL_FUND,DEBT,Sundaram AMC,FALSE
Sundaram Low Duration Fund(Formerly Known as Principal Low Duration Fund) Direct Plan - IDCW,149750,INF903JA1JZ1,MUTUAL_FUND,DEBT,Sundaram AMC,FALSE
Tata Treasury Advantage Fund - Direct Plan - Growth Option,119863,INF277K01OK4,MUTUAL_FUND,DEBT,Tata AMC,TRUE
Tata Treasury Advantage Fund - Regular Plan - Growth Option,103159,INF277K01MA9,MUTUAL_FUND,DEBT,Tata AMC,FALSE
Tata Treasury Advantage Fund Direct Plan - Periodic Payout of IDCW Option,119957,INF277K01OL2,MUTUAL_FUND,DEBT,Tata AMC,FALSE
Tata Treasury Advantage Fund Direct Plan - Weekly Payout of IDCW Option,119865,INF277K019B1,MUTUAL_FUND,DEBT,Tata AMC,FALSE
Tata Treasury Advantage Fund Regular Plan - Periodic Payout of IDCW Option,115464,INF277K01MC5,MUTUAL_FUND,DEBT,Tata AMC,FALSE
Tata Treasury Advantage Fund Regular Plan - Weekly Payout of IDCW Option,103158,INF277K01MD3,MUTUAL_FUND,DEBT,Tata AMC,FALSE
Union Low Duration Fund - Direct Plan - Growth Option,153654,INF582M01LQ6,MUTUAL_FUND,DEBT,Union AMC,TRUE
Union Low Duration Fund - Direct Plan - IDCW Option,153655,INF582M01LR4,MUTUAL_FUND,DEBT,Union AMC,FALSE
Union Low Duration Fund - Regular Plan - Growth Option,153652,INF582M01LU8,MUTUAL_FUND,DEBT,Union AMC,FALSE
Union Low Duration Fund - Regular Plan - IDCW Option,153653,INF582M01LN3,MUTUAL_FUND,DEBT,Union AMC,FALSE
UTI Low Duration Fund - Direct Plan - Annual IDCW,141958,INF789F01XF9,MUTUAL_FUND,DEBT,UTI AMC,FALSE
UTI Low Duration Fund - Direct Plan - Bonus Option,120738,INF789F01XH5,MUTUAL_FUND,DEBT,UTI AMC,FALSE
UTI Low Duration Fund - Direct Plan - Flexi IDCW,133127,INF789FA1O44,MUTUAL_FUND,DEBT,UTI AMC,FALSE
UTI Low Duration Fund - Direct Plan - Fortnightly IDCW,135191,INF789FA1O02,MUTUAL_FUND,DEBT,UTI AMC,FALSE
UTI Low Duration Fund - Direct Plan - Growth Option,120735,INF789F01XI3,MUTUAL_FUND,DEBT,UTI AMC,TRUE
UTI Low Duration Fund - Direct Plan - Half-Yearly IDCW,133469,INF789FA1O28,MUTUAL_FUND,DEBT,UTI AMC,FALSE
UTI Low Duration Fund - Direct Plan - Monthly IDCW,120736,INF789F01XJ1,MUTUAL_FUND,DEBT,UTI AMC,FALSE
UTI Low Duration Fund - Direct Plan - Quarterly IDCW,120734,INF789F01XL7,MUTUAL_FUND,DEBT,UTI AMC,FALSE
UTI Low Duration Fund - Direct Plan - Weekly IDCW,120739,INF789F01XN3,MUTUAL_FUND,DEBT,UTI AMC,FALSE
UTI Low Duration Fund - Discontinued - Annaul Dividend Option,102538,INF789F01OK8,MUTUAL_FUND,DEBT,UTI AMC,FALSE
UTI Low Duration Fund - Discontinued - Quarterly Dividend Option,102541,INF789F01OO0,MUTUAL_FUND,DEBT,UTI AMC,FALSE
UTI Low Duration Fund - Discontinued Bonus Option,102539,INF789F01OM4,MUTUAL_FUND,DEBT,UTI AMC,FALSE
UTI Low Duration Fund - Discontinued Flexi Dividend Plan,105659,INF789F01PA6,MUTUAL_FUND,DEBT,UTI AMC,FALSE
UTI Low Duration Fund - Discontinued Growth Option,102540,INF789F01331,MUTUAL_FUND,DEBT,UTI AMC,FALSE
UTI Low Duration Fund - Discontinued Monthly Dividend Option,105670,INF789F01OY9,MUTUAL_FUND,DEBT,UTI AMC,FALSE
UTI Low Duration Fund - Regular Plan - Bonus Option,102545,INF789F01OS1,MUTUAL_FUND,DEBT,UTI AMC,FALSE
UTI Low Duration Fund - Regular Plan - Flexi IDCW,133130,INF789FA1N86,MUTUAL_FUND,DEBT,UTI AMC,FALSE
UTI Low Duration Fund - Regular Plan - Fortnightly IDCW,133733,INF789FA1N45,MUTUAL_FUND,DEBT,UTI AMC,FALSE
UTI Low Duration Fund - Regular Plan - Growth Option,102544,INF789F01OT9,MUTUAL_FUND,DEBT,UTI AMC,FALSE
UTI Low Duration Fund - Regular Plan - Half-Yearly IDCW,136345,INF789FA1N60,MUTUAL_FUND,DEBT,UTI AMC,FALSE
UTI Low Duration Fund - Regular Plan - Monthly IDCW,105658,INF789F01OU7,MUTUAL_FUND,DEBT,UTI AMC,FALSE
UTI Low Duration Fund - Regular Plan - Quarterly IDCW,115483,INF789F01OW3,MUTUAL_FUND,DEBT,UTI AMC,FALSE
UTI Low Duration Fund - Regular Plan - Weekly IDCW,105627,INF789F01PB4,MUTUAL_FUND,DEBT,UTI AMC,FALSE
Aditya Birla Sun Life Medium Term Plan - DIRECT - HALF YEARLY IDCW,119540,INF209KA1KN3,MUTUAL_FUND,DEBT,ABSL AMC,FALSE
Aditya Birla Sun Life Medium Term Plan - Direct - IDCW,119538,INF209KA1KO1,MUTUAL_FUND,DEBT,ABSL AMC,FALSE
Aditya Birla Sun Life Medium Term Plan - DIRECT - Quarterly IDCW,119541,INF209KA1KP8,MUTUAL_FUND,DEBT,ABSL AMC,FALSE
Aditya Birla Sun Life Medium Term Plan - Growth - Direct Plan,119539,INF209K01XA9,MUTUAL_FUND,DEBT,ABSL AMC,TRUE
Aditya Birla Sun Life Medium Term Plan - Growth - Regular Plan,111803,INF209K01603,MUTUAL_FUND,DEBT,ABSL AMC,FALSE
Aditya Birla Sun Life Medium Term Plan - Institutional - Growth Plan,111804,INF209K01660,MUTUAL_FUND,DEBT,ABSL AMC,FALSE
Aditya Birla Sun Life Medium Term Plan - REGULAR - HALFYEARLY IDCW,111811,INF209K01595,MUTUAL_FUND,DEBT,ABSL AMC,FALSE
Aditya Birla Sun Life Medium Term Plan - Regular - IDCW,111812,INF209K01611,MUTUAL_FUND,DEBT,ABSL AMC,FALSE
Aditya Birla Sun Life Medium Term Plan - REGULAR - Quarterly IDCW,111809,INF209K01637,MUTUAL_FUND,DEBT,ABSL AMC,FALSE
Axis Strategic Bond Fund - Direct Plan - Growth Option,120475,INF846K01DT0,MUTUAL_FUND,DEBT,Axis AMC,TRUE
Axis Strategic Bond Fund - Direct Plan - Half Yearly IDCW,120474,INF846K01DU8,MUTUAL_FUND,DEBT,Axis AMC,FALSE
Axis Strategic Bond Fund - Direct Plan - Quarterly IDCW,120476,INF846K01DW4,MUTUAL_FUND,DEBT,Axis AMC,FALSE
Axis Strategic Bond Fund - Regular Plan - Bonus Option,128958,INF846K01NO0,MUTUAL_FUND,DEBT,Axis AMC,FALSE
Axis Strategic Bond Fund - Regular Plan - Growth Option,116894,INF846K01BP2,MUTUAL_FUND,DEBT,Axis AMC,FALSE
Axis Strategic Bond Fund - Regular Plan - Half Yearly IDCW,116896,INF846K01BR8,MUTUAL_FUND,DEBT,Axis AMC,FALSE
Axis Strategic Bond Fund - Regular Plan - Quarterly IDCW,116895,INF846K01BQ0,MUTUAL_FUND,DEBT,Axis AMC,FALSE
Bandhan Medium Duration Fund - Direct Plan - Bi Monthly IDCW,118399,INF194K01T59,MUTUAL_FUND,DEBT,Bandhan AMC,FALSE
Bandhan Medium Duration Fund - Direct Plan - Fortnightly IDCW,118404,INF194K01T83,MUTUAL_FUND,DEBT,Bandhan AMC,FALSE
Bandhan Medium Duration Fund - Direct Plan - Growth,118401,INF194K01S50,MUTUAL_FUND,DEBT,Bandhan AMC,TRUE
Bandhan Medium Duration Fund - Direct Plan - Monthly IDCW,118402,INF194K01T26,MUTUAL_FUND,DEBT,Bandhan AMC,FALSE
Bandhan Medium Duration Fund - Direct Plan - Periodic IDCW,131384,INF194KA1TD2,MUTUAL_FUND,DEBT,Bandhan AMC,FALSE
Bandhan Medium Duration Fund - Direct Plan - Quarterly IDCW,118403,INF194K01S92,MUTUAL_FUND,DEBT,Bandhan AMC,FALSE
Bandhan Medium Duration Fund - Regular Plan - Bi-Monthly IDCW,108730,INF194K01KF9,MUTUAL_FUND,DEBT,Bandhan AMC,FALSE
Bandhan Medium Duration Fund - Regular Plan - Daily IDCW,108731,INF194K01JW6,MUTUAL_FUND,DEBT,Bandhan AMC,FALSE
Bandhan Medium Duration Fund - Regular Plan - Fortnightly IDCW,108729,INF194K01KI3,MUTUAL_FUND,DEBT,Bandhan AMC,FALSE
Bandhan Medium Duration Fund - Regular Plan - Growth,108728,INF194K01JU0,MUTUAL_FUND,DEBT,Bandhan AMC,FALSE
Bandhan Medium Duration Fund - Regular Plan - Monthly IDCW,108727,INF194K01KC6,MUTUAL_FUND,DEBT,Bandhan AMC,FALSE
Bandhan Medium Duration Fund - Regular Plan - Periodic IDCW,131385,INF194KA1TA8,MUTUAL_FUND,DEBT,Bandhan AMC,FALSE
Bandhan Medium Duration Fund - Regular Plan - Quarterly IDCW,113169,INF194K01JZ9,MUTUAL_FUND,DEBT,Bandhan AMC,FALSE
DSP Bond Fund - Direct Plan - Growth,118924,INF740K01MZ3,MUTUAL_FUND,DEBT,DSP AMC,TRUE
DSP Bond Fund - Direct Plan - IDCW,118922,INF740K01NB2,MUTUAL_FUND,DEBT,DSP AMC,FALSE
DSP Bond Fund - Direct Plan - IDCW - Monthly,118921,INF740K01NA4,MUTUAL_FUND,DEBT,DSP AMC,FALSE
DSP Bond Fund - Growth,100078,INF740K01557,MUTUAL_FUND,DEBT,DSP AMC,FALSE
DSP Bond Fund - IDCW,100077,INF740K01565,MUTUAL_FUND,DEBT,DSP AMC,FALSE
DSP Bond Fund - IDCW - Monthly,100079,INF740K01573,MUTUAL_FUND,DEBT,DSP AMC,FALSE
Franklin India Income Opportunities Fund - Direct - Growth,118554,INF090I01JI9,MUTUAL_FUND,DEBT,Franklin AMC,TRUE
Franklin India Income Opportunities Fund - Direct - IDCW,118555,INF090I01JG3,MUTUAL_FUND,DEBT,Franklin AMC,FALSE
Franklin India Income Opportunities Fund - Growth,112304,INF090I01445,MUTUAL_FUND,DEBT,Franklin AMC,FALSE
Franklin India Income Opportunities Fund - IDCW,112305,INF090I01452,MUTUAL_FUND,DEBT,Franklin AMC,FALSE
Franklin India Income Opportunities Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct Dividend Plan,147965,INF090I01TC1,MUTUAL_FUND,DEBT,Franklin AMC,FALSE
Franklin India Income Opportunities Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct Growth Plan,147963,INF090I01TD9,MUTUAL_FUND,DEBT,Franklin AMC,TRUE
Franklin India Income Opportunities Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Dividend Plan,147964,INF090I01TA5,MUTUAL_FUND,DEBT,Franklin AMC,FALSE
Franklin India Income Opportunities Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan,147962,INF090I01TB3,MUTUAL_FUND,DEBT,Franklin AMC,FALSE
Franklin India Income Opportunities Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct IDCW,147967,INF090I01TG2,MUTUAL_FUND,DEBT,Franklin AMC,FALSE
Franklin India Income Opportunities Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - IDCW,147969,INF090I01TE7,MUTUAL_FUND,DEBT,Franklin AMC,FALSE
Franklin India Income Opportunities Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct Growth Plan,147966,INF090I01TH0,MUTUAL_FUND,DEBT,Franklin AMC,TRUE
Franklin India Income Opportunities Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Plan,147968,INF090I01TF4,MUTUAL_FUND,DEBT,Franklin AMC,FALSE
HDFC Medium Term Debt Fund - Fornightly IDCW Option,101990,INF179K01897,MUTUAL_FUND,DEBT,HDFC AMC,FALSE
HDFC Medium Term Debt Fund - Fortnightly IDCW Opt - Direct Plan,119080,INF179KA1NP8,MUTUAL_FUND,DEBT,HDFC AMC,FALSE
HDFC Medium Term Debt Fund - Growth Option,101989,INF179K01913,MUTUAL_FUND,DEBT,HDFC AMC,FALSE
HDFC Medium Term Debt Fund - Growth Option - Direct Plan,119081,INF179K01WI9,MUTUAL_FUND,DEBT,HDFC AMC,TRUE
HDFC Medium Term Debt Fund - IDCW Option,132852,INF179KA1E16,MUTUAL_FUND,DEBT,HDFC AMC,FALSE
HDFC Medium Term Debt Fund - IDCW Option - Direct Plan,132853,INF179KA1D90,MUTUAL_FUND,DEBT,HDFC AMC,FALSE
HSBC Medium Duration Fund - Direct Annual IDCW,151150,INF917K01WF8,MUTUAL_FUND,DEBT,HSBC AMC,FALSE
HSBC Medium Duration Fund - Direct Growth,151146,INF917K01TK4,MUTUAL_FUND,DEBT,HSBC AMC,TRUE
HSBC Medium Duration Fund - Direct IDCW,151148,INF917K01TM0,MUTUAL_FUND,DEBT,HSBC AMC,FALSE
HSBC Medium Duration Fund - Regular Annual IDCW,151151,INF917K01WE1,MUTUAL_FUND,DEBT,HSBC AMC,FALSE
HSBC Medium Duration Fund - Regular Growth,151149,INF917K01TH0,MUTUAL_FUND,DEBT,HSBC AMC,FALSE
HSBC Medium Duration Fund - Regular IDCW,151147,INF917K01TJ6,MUTUAL_FUND,DEBT,HSBC AMC,FALSE
ICICI Prudential Medium Term Bond Fund - Annual IDCW,132981,INF109KA12G3,MUTUAL_FUND,DEBT,ICICI Pru AMC,FALSE
ICICI Prudential Medium Term Bond Fund - Bonus,130935,INF109KA1B99,MUTUAL_FUND,DEBT,ICICI Pru AMC,FALSE
ICICI Prudential Medium Term Bond Fund - Direct Plan - Growth,120670,INF109K015A5,MUTUAL_FUND,DEBT,ICICI Pru AMC,TRUE
ICICI Prudential Medium Term Bond Fund - Direct Plan - Half Yearly IDCW,120672,INF109K016A3,MUTUAL_FUND,DEBT,ICICI Pru AMC,FALSE
ICICI Prudential Medium Term Bond Fund - Direct Plan - Quarterly IDCW,120671,INF109K018A9,MUTUAL_FUND,DEBT,ICICI Pru AMC,FALSE
ICICI Prudential Medium Term Bond Fund - Direct Plan Bonus,130936,INF109KA1B81,MUTUAL_FUND,DEBT,ICICI Pru AMC,FALSE
ICICI Prudential Medium Term Bond Fund - Growth,102741,INF109K01AH4,MUTUAL_FUND,DEBT,ICICI Pru AMC,FALSE
ICICI Prudential Medium Term Bond Fund - Half Yearly IDCW,117330,INF109K01B53,MUTUAL_FUND,DEBT,ICICI Pru AMC,FALSE
ICICI Prudential Medium Term Bond Fund - Quarterly IDCW,113137,INF109K01UF6,MUTUAL_FUND,DEBT,ICICI Pru AMC,FALSE
ICICI Prudential Medium Term Bond Fund -Direct Plan - Annual IDCW,132982,INF109KA10G7,MUTUAL_FUND,DEBT,ICICI Pru AMC,FALSE
ICICI Prudential Medium Term Bond Fund Plan A - Weekly Dividend,113080,INF109K01UD1,MUTUAL_FUND,DEBT,ICICI Pru AMC,FALSE
ICICI Prudential Medium Term Bond Fund Plan B - Half Yearly Dividend,117706,INF109K01B87,MUTUAL_FUND,DEBT,ICICI Pru AMC,FALSE
ICICI Prudential Medium Term Bond Fund Plan B - Quarterly Dividend,113138,INF109K01UI0,MUTUAL_FUND,DEBT,ICICI Pru AMC,FALSE
